0	0.0294120000000000	1	0.0549450000000000	1	1	0.666670000000000	1	0	0.857140000000000	1	0.333330000000000	0	1	0	0	0	1	0	0	1	0	0	1	0
0.333330000000000	0.647060000000000	0.500000000000000	0.318680000000000	0	0.500000000000000	0.333330000000000	0.333330000000000	0	0.0535710000000000	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1
1	0.117650000000000	1	0.104400000000000	0	0.750000000000000	0.666670000000000	0.666670000000000	0	0.535710000000000	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0
0	0.558820000000000	0.500000000000000	0.423080000000000	0	0.750000000000000	0.666670000000000	1	0.333330000000000	0.464290000000000	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0.294120000000000	0.750000000000000	0.258240000000000	0	0.500000000000000	0.666670000000000	1	1	0.607140000000000	1	0.333330000000000	1	0	0	1	0	1	0	0	0	0	0	1	1
1	0.470590000000000	0.500000000000000	0.489010000000000	1	0.500000000000000	0.666670000000000	1	1	0.285710000000000	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0
1	0.294120000000000	0.500000000000000	0.142860000000000	0.500000000000000	1	0.666670000000000	1	0.333330000000000	0.607140000000000	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
0.333330000000000	0.470590000000000	0.500000000000000	0.368130000000000	0	0.500000000000000	0.666670000000000	0.333330000000000	0.666670000000000	0.285710000000000	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0
1	0.117650000000000	0.500000000000000	0.159340000000000	0.750000000000000	0.750000000000000	0	1	0	0.750000000000000	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
0.333330000000000	0.382350000000000	1	0.274730000000000	0	0	1	0.333330000000000	0.666670000000000	0.160710000000000	1	0.333330000000000	0	0	0	1	0	1	0	0	1	0	0	0	1
0.333330000000000	0.117650000000000	0.500000000000000	0.0604390000000000	0	0.250000000000000	0.333330000000000	0	0.666670000000000	0.107140000000000	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1
0	0.647060000000000	0.500000000000000	0.225270000000000	0	0.250000000000000	0.333330000000000	1	0.333330000000000	0.0892860000000000	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1
0.333330000000000	0.117650000000000	0.500000000000000	0.0769230000000000	0	0.500000000000000	0.333330000000000	0	0.666670000000000	0.0535710000000000	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0
0	0.294120000000000	1	0.0549450000000000	0	1	0.666670000000000	1	0.666670000000000	0.732140000000000	1	0.333330000000000	0	0	0	1	0	1	0	0	1	0	1	0	1
0	0.161760000000000	0.500000000000000	0.0659340000000000	0	0.500000000000000	0.333330000000000	1	0.666670000000000	0.160710000000000	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0
